"ID_sim","SNR","Method","Retention","Nonzero","Prediction"
"3 58","0.14488061513347","Lasso","1","5","41.8601486148311"
"3 58","0.14488061513347","Relaxed Lasso","1","3","39.6159304967512"
"3 58","0.14488061513347","RF","1","6","32.1415898871159"
"3 59","0.14488061513347","Lasso","4","23","48.2052076162522"
"3 59","0.14488061513347","Relaxed Lasso","4","21","47.3064202489195"
"3 59","0.14488061513347","RF","2","5","40.3977099991669"
"3 60","0.14488061513347","Lasso","0","0","42.3283776750101"
"3 60","0.14488061513347","Relaxed Lasso","0","0","42.4919745358863"
"3 60","0.14488061513347","RF","1","4","36.0842146101122"
"3 61","0.14488061513347","Lasso","3","5","33.0468894073252"
"3 61","0.14488061513347","Relaxed Lasso","1","2","33.017725841415"
"3 61","0.14488061513347","RF","1","6","29.2441575410097"
"3 62","0.14488061513347","Lasso","3","8","41.347614861316"
"3 62","0.14488061513347","Relaxed Lasso","3","7","41.1793860671983"
"3 62","0.14488061513347","RF","1","7","33.9489737483891"
"3 63","0.14488061513347","Lasso","3","5","35.2479243270982"
"3 63","0.14488061513347","Relaxed Lasso","3","4","35.6878741273783"
"3 63","0.14488061513347","RF","1","5","29.4324593040853"
"3 64","0.14488061513347","Lasso","0","0","39.9506142342981"
"3 64","0.14488061513347","Relaxed Lasso","0","2","40.1142762304155"
"3 64","0.14488061513347","RF","0","8","35.9593613910711"
"3 65","0.14488061513347","Lasso","1","13","29.2187701680518"
"3 65","0.14488061513347","Relaxed Lasso","0","3","29.356717097335"
"3 65","0.14488061513347","RF","2","7","21.1128669893487"
"3 66","0.14488061513347","Lasso","5","11","44.1075571849736"
"3 66","0.14488061513347","Relaxed Lasso","5","13","44.179611210772"
"3 66","0.14488061513347","RF","2","3","32.8265070165072"
"3 67","0.14488061513347","Lasso","3","11","36.5546782805812"
"3 67","0.14488061513347","Relaxed Lasso","0","0","37.0798118055246"
"3 67","0.14488061513347","RF","1","5","31.549715373789"
"3 68","0.14488061513347","Lasso","3","11","38.3469314761058"
"3 68","0.14488061513347","Relaxed Lasso","2","3","38.9761648028807"
"3 68","0.14488061513347","RF","2","3","31.2565793562418"
"3 69","0.14488061513347","Lasso","0","0","36.5803825594172"
"3 69","0.14488061513347","Relaxed Lasso","0","0","36.8898642807783"
"3 69","0.14488061513347","RF","0","4","32.7491972301679"
"3 70","0.14488061513347","Lasso","0","0","44.6593834192506"
"3 70","0.14488061513347","Relaxed Lasso","0","0","44.6033454105299"
"3 70","0.14488061513347","RF","3","11","38.0316721114182"
"3 71","0.14488061513347","Lasso","2","7","33.9805156983053"
"3 71","0.14488061513347","Relaxed Lasso","2","6","33.9825378917948"
"3 71","0.14488061513347","RF","2","4","28.3801901479747"
"3 72","0.14488061513347","Lasso","0","0","38.7789333968084"
"3 72","0.14488061513347","Relaxed Lasso","0","0","38.9154654939513"
"3 72","0.14488061513347","RF","1","6","30.5082061929009"
"3 73","0.14488061513347","Lasso","3","7","43.1508505055273"
"3 73","0.14488061513347","Relaxed Lasso","3","5","41.2204601584978"
"3 73","0.14488061513347","RF","2","6","32.8098015179754"
"3 74","0.14488061513347","Lasso","2","9","38.8135024991128"
"3 74","0.14488061513347","Relaxed Lasso","0","0","38.8882896095562"
"3 74","0.14488061513347","RF","3","8","33.9349698659778"
"3 75","0.14488061513347","Lasso","1","13","35.8093543090404"
"3 75","0.14488061513347","Relaxed Lasso","0","0","36.4198739826934"
"3 75","0.14488061513347","RF","1","5","29.8616103973332"
"3 76","0.14488061513347","Lasso","3","5","45.9460311572094"
"3 76","0.14488061513347","Relaxed Lasso","3","4","45.8719506341268"
"3 76","0.14488061513347","RF","2","4","34.304832148954"
"3 77","0.14488061513347","Lasso","0","0","38.5416004276379"
"3 77","0.14488061513347","Relaxed Lasso","0","0","38.6421922227668"
"3 77","0.14488061513347","RF","2","5","33.8658200373826"
"3 78","0.14488061513347","Lasso","0","0","39.0858936034837"
"3 78","0.14488061513347","Relaxed Lasso","0","0","39.085364401748"
"3 78","0.14488061513347","RF","1","5","34.5933639254908"
"3 79","0.14488061513347","Lasso","1","5","30.8563059749249"
"3 79","0.14488061513347","Relaxed Lasso","1","4","32.594139604661"
"3 79","0.14488061513347","RF","1","5","25.9234379968313"
"3 80","0.14488061513347","Lasso","4","14","35.59914377815"
"3 80","0.14488061513347","Relaxed Lasso","4","14","35.8518439326089"
"3 80","0.14488061513347","RF","2","6","29.1888401387445"
"3 81","0.14488061513347","Lasso","0","0","35.0754645787102"
"3 81","0.14488061513347","Relaxed Lasso","0","0","35.3235765905254"
"3 81","0.14488061513347","RF","1","2","30.4407481559064"
"3 82","0.14488061513347","Lasso","3","16","39.145170936331"
"3 82","0.14488061513347","Relaxed Lasso","3","16","39.2390833684557"
"3 82","0.14488061513347","RF","2","5","31.2443597995536"
"3 83","0.14488061513347","Lasso","1","1","38.2469009707388"
"3 83","0.14488061513347","Relaxed Lasso","1","1","38.1340073729623"
"3 83","0.14488061513347","RF","3","4","30.2074519192473"
"3 84","0.14488061513347","Lasso","1","1","36.8685137894133"
"3 84","0.14488061513347","Relaxed Lasso","4","8","36.9261732678388"
"3 84","0.14488061513347","RF","2","3","28.8499645733712"
"3 85","0.14488061513347","Lasso","0","0","34.6807602738274"
"3 85","0.14488061513347","Relaxed Lasso","0","0","34.5691620372286"
"3 85","0.14488061513347","RF","0","3","22.9770576788512"
"3 86","0.14488061513347","Lasso","0","0","36.2013836927005"
"3 86","0.14488061513347","Relaxed Lasso","3","13","36.2896656510352"
"3 86","0.14488061513347","RF","1","5","30.3900184305867"
"3 87","0.14488061513347","Lasso","5","23","38.4327581145641"
"3 87","0.14488061513347","Relaxed Lasso","4","9","37.6436298529718"
"3 87","0.14488061513347","RF","2","5","30.2331895641191"
"3 88","0.14488061513347","Lasso","0","0","36.4047461839012"
"3 88","0.14488061513347","Relaxed Lasso","0","0","36.1743861472476"
"3 88","0.14488061513347","RF","0","6","33.5093645293776"
"3 89","0.14488061513347","Lasso","3","7","37.1854245061805"
"3 89","0.14488061513347","Relaxed Lasso","2","3","36.2505134618907"
"3 89","0.14488061513347","RF","1","5","29.8800912414454"
"3 90","0.14488061513347","Lasso","4","8","32.1613903392441"
"3 90","0.14488061513347","Relaxed Lasso","3","6","31.1951507758914"
"3 90","0.14488061513347","RF","2","5","23.9096500397325"
"3 91","0.14488061513347","Lasso","5","24","37.3121970748728"
"3 91","0.14488061513347","Relaxed Lasso","5","27","33.5374971739193"
"3 91","0.14488061513347","RF","4","7","26.0185578153611"
"3 92","0.14488061513347","Lasso","1","4","34.7573382471481"
"3 92","0.14488061513347","Relaxed Lasso","1","3","34.6704448564911"
"3 92","0.14488061513347","RF","2","5","30.7919059028521"
"3 93","0.14488061513347","Lasso","0","2","42.2196242911824"
"3 93","0.14488061513347","Relaxed Lasso","0","0","42.3471022277001"
"3 93","0.14488061513347","RF","0","2","36.6790045379936"
"3 94","0.14488061513347","Lasso","1","2","41.1633409344474"
"3 94","0.14488061513347","Relaxed Lasso","1","2","41.1151366697774"
"3 94","0.14488061513347","RF","1","8","32.0172876495454"
"3 95","0.14488061513347","Lasso","1","3","34.6019983556783"
"3 95","0.14488061513347","Relaxed Lasso","1","3","35.0007557051525"
"3 95","0.14488061513347","RF","0","5","27.9348757578939"
"3 96","0.14488061513347","Lasso","5","19","35.207848148301"
"3 96","0.14488061513347","Relaxed Lasso","5","20","35.0098345263821"
"3 96","0.14488061513347","RF","2","4","28.5755403171656"
"3 97","0.14488061513347","Lasso","0","0","39.610118293409"
"3 97","0.14488061513347","Relaxed Lasso","0","0","39.6242658868797"
"3 97","0.14488061513347","RF","1","8","35.3507984520943"
"3 98","0.14488061513347","Lasso","3","12","28.0448399940292"
"3 98","0.14488061513347","Relaxed Lasso","3","9","29.35934357431"
"3 98","0.14488061513347","RF","2","7","23.2202392050065"
"3 99","0.14488061513347","Lasso","2","4","30.1309313361724"
"3 99","0.14488061513347","Relaxed Lasso","1","2","30.2583505256702"
"3 99","0.14488061513347","RF","1","5","25.2680318344856"
"3 100","0.14488061513347","Lasso","3","14","43.4181135420414"
"3 100","0.14488061513347","Relaxed Lasso","2","7","43.1463402295076"
"3 100","0.14488061513347","RF","2","6","33.8328857805553"
"4 1","0.246621207433047","Lasso","0","3","28.0313560831746"
"4 1","0.246621207433047","Relaxed Lasso","0","2","27.8409731061179"
"4 1","0.246621207433047","RF","0","5","24.716266809069"
"4 2","0.246621207433047","Lasso","5","15","23.5932881334267"
"4 2","0.246621207433047","Relaxed Lasso","5","11","22.8217502113586"
"4 2","0.246621207433047","RF","4","7","14.1166628986254"
"4 3","0.246621207433047","Lasso","3","14","23.4416810823095"
"4 3","0.246621207433047","Relaxed Lasso","3","9","24.154644468741"
"4 3","0.246621207433047","RF","1","5","20.0346172973986"
"4 4","0.246621207433047","Lasso","4","7","24.0755860646713"
"4 4","0.246621207433047","Relaxed Lasso","4","7","24.5012137806961"
"4 4","0.246621207433047","RF","2","6","21.0212254359302"
"4 5","0.246621207433047","Lasso","1","7","23.1551513386002"
"4 5","0.246621207433047","Relaxed Lasso","1","2","23.0280149763001"
"4 5","0.246621207433047","RF","1","3","18.449590980015"
"4 6","0.246621207433047","Lasso","4","24","18.8528886921834"
"4 6","0.246621207433047","Relaxed Lasso","4","22","19.1173446867283"
"4 6","0.246621207433047","RF","2","9","14.4991599655353"
"4 7","0.246621207433047","Lasso","2","4","28.6412086734668"
"4 7","0.246621207433047","Relaxed Lasso","2","3","27.1588651445936"
"4 7","0.246621207433047","RF","2","4","21.5620678237428"
"4 8","0.246621207433047","Lasso","3","19","22.8468617253211"
"4 8","0.246621207433047","Relaxed Lasso","1","2","23.2405283748298"
"4 8","0.246621207433047","RF","2","5","19.5055540107433"
"4 9","0.246621207433047","Lasso","3","5","27.3082186883046"
"4 9","0.246621207433047","Relaxed Lasso","1","1","27.4948684246357"
"4 9","0.246621207433047","RF","2","6","20.5225254732164"
"4 10","0.246621207433047","Lasso","0","0","24.5426995105039"
"4 10","0.246621207433047","Relaxed Lasso","0","0","24.4155707199049"
"4 10","0.246621207433047","RF","3","5","21.4333468215394"
"4 11","0.246621207433047","Lasso","5","9","19.7559473820641"
"4 11","0.246621207433047","Relaxed Lasso","5","9","19.6915431205818"
"4 11","0.246621207433047","RF","3","7","16.1530341571919"
"4 12","0.246621207433047","Lasso","4","12","25.2049605254728"
"4 12","0.246621207433047","Relaxed Lasso","2","3","25.1574725586844"
"4 12","0.246621207433047","RF","2","3","21.0596055831136"
"4 13","0.246621207433047","Lasso","1","2","24.8508979374237"
"4 13","0.246621207433047","Relaxed Lasso","1","2","24.8115022217284"
"4 13","0.246621207433047","RF","2","6","18.2069219192706"
"4 14","0.246621207433047","Lasso","5","24","18.6828910079389"
"4 14","0.246621207433047","Relaxed Lasso","5","22","21.2331129666051"
"4 14","0.246621207433047","RF","2","5","14.9613254375898"
"4 15","0.246621207433047","Lasso","5","17","27.5424142776765"
"4 15","0.246621207433047","Relaxed Lasso","5","7","27.2913543087387"
"4 15","0.246621207433047","RF","4","6","22.1520860240773"
"4 16","0.246621207433047","Lasso","2","25","23.1768714812077"
"4 16","0.246621207433047","Relaxed Lasso","2","25","23.2629754675118"
"4 16","0.246621207433047","RF","0","5","19.3873880943228"
"4 17","0.246621207433047","Lasso","3","5","25.5700423834595"
"4 17","0.246621207433047","Relaxed Lasso","3","5","25.3873365257192"
"4 17","0.246621207433047","RF","2","5","21.2069176237699"
"4 18","0.246621207433047","Lasso","5","22","22.9170524957031"
"4 18","0.246621207433047","Relaxed Lasso","5","10","21.1704084622629"
"4 18","0.246621207433047","RF","5","7","22.816600792873"
"4 19","0.246621207433047","Lasso","3","8","22.4983452808981"
"4 19","0.246621207433047","Relaxed Lasso","3","6","23.9089118351178"
"4 19","0.246621207433047","RF","3","6","17.5460341597415"
"4 20","0.246621207433047","Lasso","5","19","27.2047249254656"
"4 20","0.246621207433047","Relaxed Lasso","3","6","26.977904903222"
"4 20","0.246621207433047","RF","2","4","19.8589179565255"
"4 21","0.246621207433047","Lasso","4","20","20.2080794878786"
"4 21","0.246621207433047","Relaxed Lasso","3","11","20.1553936374167"
"4 21","0.246621207433047","RF","2","9","14.7883914168172"
"4 22","0.246621207433047","Lasso","4","10","26.6268749669782"
"4 22","0.246621207433047","Relaxed Lasso","2","4","26.4103173098441"
"4 22","0.246621207433047","RF","3","4","21.0392018523334"
"4 23","0.246621207433047","Lasso","5","23","21.0446434416335"
"4 23","0.246621207433047","Relaxed Lasso","5","23","21.0476868633902"
"4 23","0.246621207433047","RF","3","9","17.1490017892844"
"4 24","0.246621207433047","Lasso","1","7","29.1001051667296"
"4 24","0.246621207433047","Relaxed Lasso","1","5","28.168144365254"
"4 24","0.246621207433047","RF","1","5","25.2602495269291"
"4 25","0.246621207433047","Lasso","3","18","19.9406176924811"
"4 25","0.246621207433047","Relaxed Lasso","3","18","19.8767368735989"
"4 25","0.246621207433047","RF","1","5","14.1394730553627"
"4 26","0.246621207433047","Lasso","3","8","28.0778647679874"
"4 26","0.246621207433047","Relaxed Lasso","3","7","28.9966754499873"
"4 26","0.246621207433047","RF","2","6","21.8998480456708"
"4 27","0.246621207433047","Lasso","4","8","28.0579219554586"
"4 27","0.246621207433047","Relaxed Lasso","4","7","27.4045199425969"
"4 27","0.246621207433047","RF","2","4","23.7236608880812"
"4 28","0.246621207433047","Lasso","3","11","28.6618405149244"
"4 28","0.246621207433047","Relaxed Lasso","2","8","29.2972024528064"
"4 28","0.246621207433047","RF","2","5","23.5332322057056"
"4 29","0.246621207433047","Lasso","3","17","25.0553104165923"
"4 29","0.246621207433047","Relaxed Lasso","1","11","23.2840291580936"
"4 29","0.246621207433047","RF","0","6","19.1215774806097"
"4 30","0.246621207433047","Lasso","0","0","24.5198099429995"
"4 30","0.246621207433047","Relaxed Lasso","0","0","24.6184089642528"
"4 30","0.246621207433047","RF","3","5","20.0685930929856"
"4 31","0.246621207433047","Lasso","4","12","29.7996155493426"
"4 31","0.246621207433047","Relaxed Lasso","3","7","29.742928080864"
"4 31","0.246621207433047","RF","2","5","22.685766833498"
"4 32","0.246621207433047","Lasso","5","22","32.5088675927937"
"4 32","0.246621207433047","Relaxed Lasso","5","21","31.7337244586784"
"4 32","0.246621207433047","RF","2","5","28.0770284859531"
"4 33","0.246621207433047","Lasso","4","8","27.164307307853"
"4 33","0.246621207433047","Relaxed Lasso","4","6","27.5943082231543"
"4 33","0.246621207433047","RF","3","6","20.1269826969939"
"4 34","0.246621207433047","Lasso","3","9","20.3261064421013"
"4 34","0.246621207433047","Relaxed Lasso","3","7","21.2240129827376"
"4 34","0.246621207433047","RF","1","5","16.6511762105652"
"4 35","0.246621207433047","Lasso","2","10","27.4268454628838"
"4 35","0.246621207433047","Relaxed Lasso","3","20","27.4160852350037"
"4 35","0.246621207433047","RF","1","5","20.3901936389395"
"4 36","0.246621207433047","Lasso","5","18","26.4764252620274"
"4 36","0.246621207433047","Relaxed Lasso","5","18","24.6140112550454"
"4 36","0.246621207433047","RF","3","4","19.2311335244665"
"4 37","0.246621207433047","Lasso","4","7","26.9984861468098"
"4 37","0.246621207433047","Relaxed Lasso","4","6","25.2914669510384"
"4 37","0.246621207433047","RF","4","8","22.5302001843711"
"4 38","0.246621207433047","Lasso","5","11","31.0910829766774"
"4 38","0.246621207433047","Relaxed Lasso","5","10","30.9492121067929"
"4 38","0.246621207433047","RF","2","4","20.8640868415155"
"4 39","0.246621207433047","Lasso","3","10","18.5589618575919"
"4 39","0.246621207433047","Relaxed Lasso","1","2","18.0392267624622"
"4 39","0.246621207433047","RF","2","7","14.1530913466376"
"4 40","0.246621207433047","Lasso","4","42","21.9786119171624"
"4 40","0.246621207433047","Relaxed Lasso","4","18","25.3295006685038"
"4 40","0.246621207433047","RF","1","5","21.7295212758422"
"4 41","0.246621207433047","Lasso","5","10","25.6442265462191"
"4 41","0.246621207433047","Relaxed Lasso","5","10","25.5248851415561"
"4 41","0.246621207433047","RF","4","9","22.6421116247839"
"4 42","0.246621207433047","Lasso","3","14","23.4856304941837"
"4 42","0.246621207433047","Relaxed Lasso","0","0","24.3559410126887"
"4 42","0.246621207433047","RF","1","6","17.0830184566734"
"4 43","0.246621207433047","Lasso","2","4","27.3146411456643"
"4 43","0.246621207433047","Relaxed Lasso","1","1","27.7869924087308"
"4 43","0.246621207433047","RF","2","2","20.4993897015825"
"4 44","0.246621207433047","Lasso","4","9","23.608761596086"
"4 44","0.246621207433047","Relaxed Lasso","3","6","23.4974872526751"
"4 44","0.246621207433047","RF","3","6","17.6939386913715"
"4 45","0.246621207433047","Lasso","3","11","21.0410822033721"
"4 45","0.246621207433047","Relaxed Lasso","0","1","20.8770043225886"
"4 45","0.246621207433047","RF","1","4","18.3299955655931"
"4 46","0.246621207433047","Lasso","0","0","24.8458323064107"
"4 46","0.246621207433047","Relaxed Lasso","0","0","25.0122270293541"
"4 46","0.246621207433047","RF","1","5","21.4075882006124"
"4 47","0.246621207433047","Lasso","2","7","19.6818603641093"
"4 47","0.246621207433047","Relaxed Lasso","2","4","19.8041255247494"
"4 47","0.246621207433047","RF","3","8","16.4005460705857"
"4 48","0.246621207433047","Lasso","5","12","21.7887259898471"
"4 48","0.246621207433047","Relaxed Lasso","1","1","21.6835123930749"
"4 48","0.246621207433047","RF","3","8","16.2792873543264"
"4 49","0.246621207433047","Lasso","4","16","27.582348544874"
"4 49","0.246621207433047","Relaxed Lasso","4","15","25.8807326965792"
"4 49","0.246621207433047","RF","2","8","20.5131327481168"
"4 50","0.246621207433047","Lasso","2","4","24.5159023068918"
"4 50","0.246621207433047","Relaxed Lasso","1","2","24.1779683415456"
"4 50","0.246621207433047","RF","1","4","19.6060654528484"
"4 51","0.246621207433047","Lasso","5","26","22.855624994977"
"4 51","0.246621207433047","Relaxed Lasso","5","16","21.7816874844413"
"4 51","0.246621207433047","RF","2","5","19.8769788720209"
"4 52","0.246621207433047","Lasso","0","0","24.7945574466824"
"4 52","0.246621207433047","Relaxed Lasso","0","0","24.5069621681583"
"4 52","0.246621207433047","RF","3","6","20.7030643383267"
"4 53","0.246621207433047","Lasso","3","6","31.6861874739426"
"4 53","0.246621207433047","Relaxed Lasso","3","5","31.6065019100293"
"4 53","0.246621207433047","RF","0","0","Inf"
"4 54","0.246621207433047","Lasso","4","17","24.3627208662549"
"4 54","0.246621207433047","Relaxed Lasso","4","17","24.6298094158887"
"4 54","0.246621207433047","RF","1","4","18.9025902133345"
"4 55","0.246621207433047","Lasso","4","14","21.8542931746752"
"4 55","0.246621207433047","Relaxed Lasso","3","8","21.937422413088"
"4 55","0.246621207433047","RF","3","6","17.7742193800702"
"4 56","0.246621207433047","Lasso","4","5","23.4992995303946"
"4 56","0.246621207433047","Relaxed Lasso","3","3","23.6235751317341"
"4 56","0.246621207433047","RF","3","6","17.9503639689384"
"4 57","0.246621207433047","Lasso","4","9","21.1339685890142"
"4 57","0.246621207433047","Relaxed Lasso","3","7","19.9144420044728"
"4 57","0.246621207433047","RF","2","5","16.0315205353266"
"4 58","0.246621207433047","Lasso","2","3","27.7342654019757"
"4 58","0.246621207433047","Relaxed Lasso","2","3","27.7939067464572"
"4 58","0.246621207433047","RF","2","4","20.8333472531379"
"4 59","0.246621207433047","Lasso","4","15","27.8050367738757"
"4 59","0.246621207433047","Relaxed Lasso","3","5","27.748102875117"
"4 59","0.246621207433047","RF","2","6","21.4827138663567"
"4 60","0.246621207433047","Lasso","4","28","24.7333254269778"
"4 60","0.246621207433047","Relaxed Lasso","1","1","25.3880073302679"
"4 60","0.246621207433047","RF","3","9","22.0244877502993"
"4 61","0.246621207433047","Lasso","4","13","22.7127692624697"
"4 61","0.246621207433047","Relaxed Lasso","3","10","23.3654631657311"
"4 61","0.246621207433047","RF","2","6","19.5409834734844"
"4 62","0.246621207433047","Lasso","4","13","26.7290243772263"
"4 62","0.246621207433047","Relaxed Lasso","4","11","27.7789843147289"
"4 62","0.246621207433047","RF","1","4","24.0068851463078"
"4 63","0.246621207433047","Lasso","3","18","27.7044640191767"
"4 63","0.246621207433047","Relaxed Lasso","3","15","27.447940007198"
"4 63","0.246621207433047","RF","1","8","21.6552085265325"
"4 64","0.246621207433047","Lasso","2","5","28.6833937719823"
"4 64","0.246621207433047","Relaxed Lasso","1","2","28.763034742134"
"4 64","0.246621207433047","RF","2","5","23.0427028614715"
"4 65","0.246621207433047","Lasso","3","21","21.5303525937171"
"4 65","0.246621207433047","Relaxed Lasso","2","4","20.3136705657794"
"4 65","0.246621207433047","RF","2","5","16.099522612814"
"4 66","0.246621207433047","Lasso","1","1","22.6662632952155"
"4 66","0.246621207433047","Relaxed Lasso","0","0","22.6771254245908"
"4 66","0.246621207433047","RF","1","3","18.9912800624242"
"4 67","0.246621207433047","Lasso","4","10","29.8113479551048"
"4 67","0.246621207433047","Relaxed Lasso","3","5","29.5872393128475"
"4 67","0.246621207433047","RF","2","5","24.0840478968448"
"4 68","0.246621207433047","Lasso","0","0","22.8655882937984"
"4 68","0.246621207433047","Relaxed Lasso","0","0","22.7761685438861"
"4 68","0.246621207433047","RF","0","0","Inf"
"4 69","0.246621207433047","Lasso","4","6","25.0789567125745"
"4 69","0.246621207433047","Relaxed Lasso","0","0","25.1465063075845"
"4 69","0.246621207433047","RF","4","8","20.9444053720407"
"4 70","0.246621207433047","Lasso","0","0","26.0017756056759"
"4 70","0.246621207433047","Relaxed Lasso","0","0","25.8650542399163"
"4 70","0.246621207433047","RF","1","2","23.0673256698268"
"4 71","0.246621207433047","Lasso","1","3","24.2476655348998"
"4 71","0.246621207433047","Relaxed Lasso","1","2","24.0017027341286"
"4 71","0.246621207433047","RF","0","0","Inf"
"4 72","0.246621207433047","Lasso","4","17","19.0067197002378"
"4 72","0.246621207433047","Relaxed Lasso","1","2","18.1041543784062"
"4 72","0.246621207433047","RF","1","4","14.6940796292634"
"4 73","0.246621207433047","Lasso","5","17","19.1292747148748"
"4 73","0.246621207433047","Relaxed Lasso","2","4","19.8220868307058"
"4 73","0.246621207433047","RF","2","6","14.6422397968159"
"4 74","0.246621207433047","Lasso","4","11","39.0636794249631"
"4 74","0.246621207433047","Relaxed Lasso","4","10","38.4704613928114"
"4 74","0.246621207433047","RF","1","5","28.8650930428532"
"4 75","0.246621207433047","Lasso","4","10","22.6744082670209"
"4 75","0.246621207433047","Relaxed Lasso","0","0","22.6049897798215"
"4 75","0.246621207433047","RF","2","6","18.7157607309703"
"4 76","0.246621207433047","Lasso","5","13","21.9060082456346"
"4 76","0.246621207433047","Relaxed Lasso","4","5","21.7827923253169"
"4 76","0.246621207433047","RF","3","4","17.0772501545073"
"4 77","0.246621207433047","Lasso","4","12","22.0083131707828"
"4 77","0.246621207433047","Relaxed Lasso","0","0","22.2707577242924"
"4 77","0.246621207433047","RF","0","5","18.8557990858285"
"4 78","0.246621207433047","Lasso","2","11","19.7969446141634"
"4 78","0.246621207433047","Relaxed Lasso","2","8","19.8030637746698"
"4 78","0.246621207433047","RF","2","7","15.6045639847425"
"4 79","0.246621207433047","Lasso","0","0","24.0284253499308"
"4 79","0.246621207433047","Relaxed Lasso","5","26","23.8764109555843"
"4 79","0.246621207433047","RF","4","7","19.3232060159398"
"4 80","0.246621207433047","Lasso","0","0","20.6425294657075"
"4 80","0.246621207433047","Relaxed Lasso","0","0","20.5132111042564"
"4 80","0.246621207433047","RF","2","5","15.0617459243481"
"4 81","0.246621207433047","Lasso","0","0","27.6485895442645"
"4 81","0.246621207433047","Relaxed Lasso","0","0","27.5021861192301"
"4 81","0.246621207433047","RF","0","5","22.3240682152778"
"4 82","0.246621207433047","Lasso","4","9","23.5283210491539"
"4 82","0.246621207433047","Relaxed Lasso","4","6","23.501180599038"
"4 82","0.246621207433047","RF","4","8","21.2277520356363"
"4 83","0.246621207433047","Lasso","4","14","22.6096259080414"
"4 83","0.246621207433047","Relaxed Lasso","4","11","22.6526821861702"
"4 83","0.246621207433047","RF","3","5","19.057659291246"
"4 84","0.246621207433047","Lasso","4","8","30.1353426407771"
"4 84","0.246621207433047","Relaxed Lasso","4","7","29.2749961439785"
"4 84","0.246621207433047","RF","3","4","24.7383148086223"
"4 85","0.246621207433047","Lasso","5","21","23.9617695630043"
"4 85","0.246621207433047","Relaxed Lasso","5","21","24.9704600253896"
"4 85","0.246621207433047","RF","2","4","19.8424390517333"
"4 86","0.246621207433047","Lasso","0","0","24.2410446637288"
"4 86","0.246621207433047","Relaxed Lasso","0","0","24.15050154754"
"4 86","0.246621207433047","RF","2","6","23.9310891238973"
"4 87","0.246621207433047","Lasso","4","21","22.438514288195"
"4 87","0.246621207433047","Relaxed Lasso","3","12","22.3908288977505"
"4 87","0.246621207433047","RF","0","4","16.6119936571888"
"4 88","0.246621207433047","Lasso","4","13","18.3317471016775"
"4 88","0.246621207433047","Relaxed Lasso","4","9","20.4627549059171"
"4 88","0.246621207433047","RF","3","5","15.744404070444"
"4 89","0.246621207433047","Lasso","4","17","23.9259799232527"
"4 89","0.246621207433047","Relaxed Lasso","1","1","23.951556253232"
"4 89","0.246621207433047","RF","3","5","18.608648144026"
"4 90","0.246621207433047","Lasso","2","10","29.8233887800875"
"4 90","0.246621207433047","Relaxed Lasso","1","3","29.6033799409209"
"4 90","0.246621207433047","RF","1","4","24.3980132409719"
"4 91","0.246621207433047","Lasso","4","12","24.2163613317355"
"4 91","0.246621207433047","Relaxed Lasso","4","14","23.96788902455"
"4 91","0.246621207433047","RF","0","4","18.5590208777919"
"4 92","0.246621207433047","Lasso","0","0","24.7380677272018"
"4 92","0.246621207433047","Relaxed Lasso","0","0","24.9358986096914"
"4 92","0.246621207433047","RF","0","5","20.7555836170362"
"4 93","0.246621207433047","Lasso","0","0","23.6574179141136"
"4 93","0.246621207433047","Relaxed Lasso","2","7","23.6485330022878"
"4 93","0.246621207433047","RF","0","4","20.6004198460072"
"4 94","0.246621207433047","Lasso","5","11","31.8426127874925"
"4 94","0.246621207433047","Relaxed Lasso","2","3","31.8959205563344"
"4 94","0.246621207433047","RF","2","7","22.0113190751121"
"4 95","0.246621207433047","Lasso","5","10","24.3149029739329"
"4 95","0.246621207433047","Relaxed Lasso","2","2","24.2815710971794"
"4 95","0.246621207433047","RF","1","2","21.3719015241574"
"4 96","0.246621207433047","Lasso","4","12","22.6456295536039"
"4 96","0.246621207433047","Relaxed Lasso","4","8","22.7804021598843"
"4 96","0.246621207433047","RF","3","5","18.9887070462613"
"4 97","0.246621207433047","Lasso","3","10","28.5135397533095"
"4 97","0.246621207433047","Relaxed Lasso","3","10","28.6017780719281"
"4 97","0.246621207433047","RF","1","1","25.4983305430657"
"4 98","0.246621207433047","Lasso","1","4","27.8547171065581"
"4 98","0.246621207433047","Relaxed Lasso","1","4","27.8374125363259"
"4 98","0.246621207433047","RF","1","4","23.6424225760856"
"4 99","0.246621207433047","Lasso","5","7","23.5300134599089"
"4 99","0.246621207433047","Relaxed Lasso","5","7","23.6027522977901"
"4 99","0.246621207433047","RF","2","2","20.0772770759293"
"4 100","0.246621207433047","Lasso","5","13","27.0822383846096"
"4 100","0.246621207433047","Relaxed Lasso","5","11","25.9792163707561"
"4 100","0.246621207433047","RF","3","6","21.5363967000004"
"5 1","0.419807852829051","Lasso","4","31","16.5691434498459"
"5 1","0.419807852829051","Relaxed Lasso","4","28","18.1080975120492"
"5 1","0.419807852829051","RF","4","7","13.0965808046948"
"5 2","0.419807852829051","Lasso","4","7","16.1769440851597"
"5 2","0.419807852829051","Relaxed Lasso","4","6","16.2981016366462"
"5 2","0.419807852829051","RF","3","8","14.2000597097234"
"5 3","0.419807852829051","Lasso","5","9","17.0189058261151"
"5 3","0.419807852829051","Relaxed Lasso","5","6","17.2040377238233"
"5 3","0.419807852829051","RF","4","8","13.692217858149"
